TE_name,scTE_logFC,scTE_pval,scTE_padj,soloTE_logFC,soloTE_pval,soloTE_padj,TE_family,TE_class,_merge,scTE_significant,soloTE_significant,scTE_direction,soloTE_direction,agreement,logFC_pearson_r,logFC_spearman_r
LTR101_Mam,,,,0.115941405,1.8186896631485017e-05,6.751573954975944e-05,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR102_Mam,,,,0.1417018,0.0030266005308952,0.0073892679628163,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR103_Mam,,,,0.1548072,8.157657345751552e-06,3.124699845510488e-05,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR103b_Mam,,,,0.057709772,0.0088827151247662,0.0192577263904931,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR104_Mam,,,,0.07675319,0.0006797907631104,0.0019189926750306,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR105_Mam,,,,0.07384813,0.0765838261195641,0.1287083217265232,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR106_Mam,,,,0.12968652,0.0001286737614528,0.000422673810348,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR107_Mam,,,,0.12333744,0.0062313562304813,0.0141609856474671,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR108a_Mam,,,,-0.11706161,0.9721763229488856,0.9913820640419492,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
LTR108b_Mam,,,,0.22705622,0.1079704845264644,0.1731361024063423,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR108c_Mam,,,,-0.3457135,0.9363356452368216,0.9657353372375972,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
LTR108d_Mam,,,,-0.15394145,0.9949773289078152,0.9975610839493332,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
LTR108e_Mam,,,,0.105125785,0.0686260669489459,0.1175207844749721,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR109A2,0.8571032,0.5990030482703977,1.0,0.8429385,0.6023283272866535,0.7210458811699566,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR10A,0.15463655,6.037274627623756e-05,0.0023176549797503,0.14908527,0.0006014557614184,0.001711228465558,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR10B,0.064432345,0.8227473745932598,1.0,0.050649647,0.8471477121767594,0.905629309664307,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR10B1,0.07551575,0.2191317524793499,1.0,0.061248608,0.2653264795853478,0.3749855330775972,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR10B2,0.026350377,0.185570088438868,1.0,-0.075708084,0.3581845842194908,0.4793482583875655,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR10C,0.05420265,0.0039064517995893,0.0905449913784941,0.06369477,0.0031961628971052,0.007745825687556,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR10D,0.060819365,0.0028206593159556,0.0688687166032486,0.08479241,0.0013610039885896,0.0036071597154797,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR10E,0.010057169,0.0491943138109678,0.7240011638644464,0.028398296,0.0410398599429909,0.0746429667419499,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR10F,-0.21236673,0.000282436801502,0.0093525095406469,-0.1886414,0.001513143675645,0.0039619510734281,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR10G,-0.105126254,0.6366405898179062,1.0,-0.06444017,0.5165699170174409,0.6363202159623932,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR12,0.015370327,0.0136515555306961,0.2587064747591184,0.0020145094,0.1115929482759906,0.1784170441462741,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR12B,-0.23645532,0.1310878132168914,1.0,-0.23267385,0.1003614232823289,0.1623757952806636,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR12C,-0.121072136,2.0993030955181496e-08,1.3673439989166334e-06,-0.108463265,1.722443113768759e-06,7.35089895797376e-06,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR12D,-0.008363779,0.1470569146662221,1.0,0.023428256,0.084087910957123,0.1398026004256463,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR12E,-0.081240006,0.897828494951964,1.0,-0.11809755,0.5622153006414634,0.6786652404179804,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR12F,0.013525741,0.0667542051208275,0.9157472531256766,0.010390587,0.1279930723547916,0.2004978185442111,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR12_,,,,-0.081244074,0.6874107660640144,0.7944064716560678,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
LTR13,-0.12753566,0.0799727834937238,1.0,-0.11500732,0.0203463257611475,0.040394536859128,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR13A,-0.10550633,0.7593571695806897,1.0,-0.08877883,0.8694532355517364,0.9187219404712595,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR13_,,,,0.17968914,0.4276379296472604,0.5504841486843559,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
LTR14,0.058514897,0.411821916298294,1.0,0.06584796,0.3841940895637673,0.5072672266591033,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR14A,0.045747828,0.5100289623175743,1.0,0.057082914,0.5254603285184788,0.6428882574650463,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR14B,0.062836915,0.0055396291977775,0.1218193432326998,0.09940093,0.001809876879198,0.0046490676233427,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR14C,0.07943118,0.5825049384706324,1.0,0.088088565,0.5046347236152778,0.6251703318845271,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR15,0.016711647,0.1047314715181184,1.0,-0.0032266837,0.1877995833221818,0.2792520553103499,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16,-0.032343555,0.8078715635784013,1.0,-0.0348653,0.8335550315848566,0.8972926059960123,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16A,-0.13196176,1.964175957222993e-08,1.2872132625102272e-06,-0.12706923,2.1230613384907225e-08,1.1365340756103599e-07,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR16A1,-0.010150078,0.1186046164011118,1.0,-0.0011296213,0.1565005494373031,0.2389388670282206,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16A2,0.07628073,0.0001426917338363,0.0050110873411338,0.07075385,0.000604996179481,0.0017167954412498,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR16B,-0.03160321,0.1624557368525826,1.0,-0.016255181,0.1509972909068151,0.2321717210538832,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16B1,-0.17847554,0.0053690542477209,0.118525939983778,-0.21917789,6.980077409690899e-06,2.6926704313540696e-05,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR16B2,0.013952893,0.0231230730492647,0.3994450495958374,0.018923962,0.0591507207522835,0.1025910100727605,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16C,-0.02974968,0.0859774485071327,1.0,-0.024985574,0.1406692340377341,0.2178363567098625,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16D,-0.09306575,0.6403031424133412,1.0,-0.10711343,0.8916397376986614,0.9302574356740608,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16D1,0.1478835,0.0863661205214338,1.0,0.1463653,0.0864191366592034,0.1421522672816032,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16D2,0.1600996,0.0965766377743704,1.0,0.18085971,0.0441898651940867,0.0795711193860299,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR16E1,0.06249155,0.0004643053874507,0.0143882971003786,0.053675774,0.0045367888767434,0.0106217692060257,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR16E2,0.044284254,0.001297756614409,0.0353810921015403,0.053624492,0.0035504362683766,0.0085147630861068,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR17,-0.08886689,0.9625053437194968,1.0,-0.1289549,0.7580373527373863,0.8408168210121374,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR18A,-0.14672351,0.881253755458363,1.0,-0.11598422,0.7888322399747612,0.8628598871166913,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR18B,-0.042904977,0.4311216372950075,1.0,-0.06354679,0.510992642379704,0.6308838546009101,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR18C,0.1979177,0.477611068434302,1.0,0.22313167,0.4597684541010525,0.5808729653211432,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR19-int,0.08733137,0.007498187957323,0.1574217105923343,0.07753771,0.0118871555944569,0.024875823676431,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR19A,0.09963104,0.0032925340211583,0.0785830662703206,0.116941,0.0032012268524216,0.007745825687556,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR19B,0.055438224,0.0848091120997304,1.0,0.07716858,0.0572093642091695,0.0995424571472549,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR19C,-0.24675319,0.7024420037707133,1.0,-0.06193706,0.7005622931293584,0.8045717211059977,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1A1,-0.18724468,0.2879682216880281,1.0,-0.16901118,0.2606789531206893,0.3708346262241827,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1A2,-0.05198664,0.3809664414627741,1.0,-0.043489117,0.3453099541980919,0.4642730608085997,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1B,-0.21538201,0.5136165111002344,1.0,-0.1463253,0.7443054697552531,0.835224771443783,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1B0,-0.20695502,0.856181319383368,1.0,-0.2448299,0.8282352580279813,0.8951216547381173,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1B1,0.26716983,0.1250680010945956,1.0,0.27814907,0.1305212473408406,0.2032830921228035,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1C,-0.1601264,0.9373916146552838,1.0,-0.12619537,0.7725717180203648,0.8505908902863386,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1C1,-0.35704687,0.7789715893553792,1.0,-0.3551845,0.7125208108378029,0.8130237462612404,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1C3,-0.30464536,0.8658892835761494,1.0,-0.31578997,0.8518530731824194,0.9088668615450224,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1D,-0.06574479,0.7246457692914371,1.0,-0.045560844,0.6125536021173386,0.7288782707960428,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1D1,-0.113338776,0.9464975375319452,1.0,-0.12677267,0.8035357802731579,0.8727783425011054,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1E,-0.09402853,0.6135923648636307,1.0,-0.036527004,0.3977064150855151,0.520668784967027,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1F,-0.15122348,0.8993754248422979,1.0,-0.1833411,0.897364693143424,0.9353301224687228,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1F1,0.121258356,0.0595874266830413,0.8393012295681703,0.119961955,0.0696181887753931,0.1188442781614586,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR1F2,0.1048635,0.0844984997458014,1.0,0.09707413,0.099239123173793,0.1612821731939904,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR2,-0.106983975,0.2132234328926258,1.0,-0.07232849,0.5181293023281779,0.6375166444083369,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR21A,0.0617061,0.200240992110499,1.0,-0.13884579,0.9864877429192108,0.994746710069232,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR21B,0.07797379,0.8927998121568209,1.0,-0.08814894,0.9969746323811642,0.9978951999087554,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR21C,0.14134914,0.990189978315028,1.0,-0.11286816,0.9926451484537596,0.9964056490609432,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22,0.28985298,0.862384493999047,1.0,0.26510996,0.8681757723546133,0.9187219404712595,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22A,0.12967886,0.352516466380917,1.0,0.18359084,0.2362558808060963,0.3410138146388928,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22B,-0.035525136,0.2952215025480972,1.0,-0.048489373,0.4143465956627546,0.5379062391597917,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22B1,-0.1629985,0.9631068576199744,1.0,-0.17512645,0.820883187257922,0.8889484265610265,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22B2,-0.18876325,0.9878658408716112,1.0,-0.17957173,0.9897556844436948,0.9956077060879572,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22C,0.25362122,0.7460055404175148,1.0,0.24559128,0.7440772696990076,0.835224771443783,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22C0,-0.18881921,0.905610400645154,1.0,-0.18387151,0.8025304857236808,0.8725607287106018,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22C2,0.07068842,0.5885749657145177,1.0,0.059456423,0.5548805573478279,0.6713063885770597,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR22E,0.09546178,0.3197733179890044,1.0,0.15350677,0.1599514545190669,0.2438641022484789,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR23,0.013206551,0.0119705923727266,0.2321168625019187,0.01747311,0.0358092300137743,0.0660156553315159,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR23-int,0.18210414,0.0125933569530851,0.2424853004553314,0.17950791,0.0093040737591432,0.0201309699698828,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR24,0.07149941,0.0380325873263625,0.5929245486809178,0.05890731,0.0704755262994332,0.1201186643216754,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR24B,-0.093142316,0.9043973687439916,1.0,-0.0800226,0.9422194706557842,0.9700809120931738,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR24C,0.26494673,1.1250590609311344e-11,1.0411532529748375e-09,0.26244542,1.4882881973548914e-11,9.434528689664924e-11,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR25,-0.097406425,0.7971294800236559,1.0,-0.0987697,0.9537617995536668,0.9781246837428336,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR25-int,0.1105774,1.3685399512372652e-06,6.93692528195517e-05,0.119880594,1.5575147262667438e-06,6.726477941327292e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR26,0.23662834,1.1285042094424828e-05,0.0004926962872876,0.24871778,5.685274012056123e-06,2.232911967053927e-05,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR26B,0.09584021,0.3929476787611835,1.0,0.11150986,0.3654424385156625,0.4878566543731258,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR26C,0.11192266,0.0285970807589985,0.4741031242741513,0.110578224,0.0449730864455818,0.0805798772016706,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR26D,0.123332456,0.2703721372602409,1.0,0.10654084,0.3098596235933196,0.4262535938771046,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR26E,0.06422365,0.2608238756665921,1.0,-0.02192507,0.5276364271424021,0.6448228715021014,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR27,0.061944496,0.4248487684269215,1.0,0.085157454,0.4401749073031298,0.5620136625637134,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
LTR2752,-0.17723863,0.8845498916849477,1.0,-0.16640294,0.9243697896704351,0.9557953353666172,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
