names,scores,logfoldchanges,pvals,pvals_adj,TE_subfamily,TE_family,TE_class
L1ME4a,2.5656505,0.07356942,0.010298257541422665,0.17174324884464875,L1ME4a,LINE-1,LINE
L1MB1,2.554606,0.15355432,0.010630808508687148,0.1746029761123768,L1MB1,LINE-1,LINE
AluJr4,2.5201023,0.05732921,0.0117320717147976,0.18981441401254623,AluJr4,Alu,SINE
L1MC4,2.5110095,-0.00092966115,0.012038650908949112,0.19191025860736527,L1MC4,LINE-1,LINE
L1MA9,2.4937367,0.0012414627,0.012640623420945043,0.19824514432345883,L1MA9,LINE-1,LINE
L1MEb,2.4792047,0.25660986,0.013167574161705753,0.19824514432345883,L1MEb,LINE-1,LINE
L1ME3A,2.4542923,0.04198923,0.014116218327375255,0.20961617351883255,L1ME3A,LINE-1,LINE
L1M4c,2.4451993,0.09344337,0.014477211239668247,0.2120715808621673,L1M4c,LINE-1,LINE
MamSINE1,2.4370751,0.16869164,0.014806602846359483,0.2140047664727157,MamSINE1,Unknown,Unknown
L1ME4c,2.4069312,0.08174449,0.01608719922659039,0.2235708200208203,L1ME4c,LINE-1,LINE
AluSx,2.3134823,0.03389678,0.020696133984233023,0.2735927955964463,AluSx,Alu,SINE
MER3,2.3024378,0.10895341,0.021310490229487212,0.2751140172422568,MER3,LTR,LTR
ERVL-E-int,2.2986457,0.23710103,0.02152506725326497,0.2751140172422568,ERVL-E-int,Unknown,Unknown
